,text,likes,dislikes
82,The girls soccer team should stop playing until this person is fired,11,0
83,It’s a man’s world 🌎…. But it would be nothing without a woman or a girl,3,0
84,"Total solidarity with Rubiales! <a href=""about:invalid#zCSafez""></a>what a world of bigots it&#39;s becoming..??<a href=""about:invalid#zCSafez""></a>what&#39;s wrong with a warm hug with a 2-second kiss between two people who have just won a footbal world championship?!<a href=""about:invalid#zCSafez""></a>..happened in front of a million views!..no joy to suppress!<a href=""about:invalid#zCSafez""></a>",6,0
85,"This guy is obviously a narcisist, he thinks he’s better and more important than everybody else. Well I have some news for you…",0,0
86,"Men and women are equals. Was the woman too weak to act for herself? Are we saying women are weak, can&#39;t act, think or do for themselves?",0,0
87,Makes me sick.,3,0
88,"Every single person clapping in support of that creep should be ashamed of themselves. Rubiales is on his way out, and I sincerely hope many of his lackeys are made to follow him out the door.",58,0
89,No way.....this creep used the she asked for it card!!!!! 😨,17,0
90,Lol he will soon resign.,20,0
91,What&#39;s his crime for God&#39;s sake??,14,0
92,"The punishment that feminists ask for is stronger than the act that violates the principle of human rights. I hope aggressive feminism will soon be banned, and its adherents will be punished.",0,0
93,Yikes,1,0
94,What I just saw was not consensual my brother. U held her head and she had no chance of making any decision. It was quick,50,0
95,I fear that nothing short of a player strike backed by broad passionate social and cultural support will effect a significant shift in power. Waiting for the next move.,16,0
96,"This speech of full of lies. Jenni Hermoso herself said it was not consensual and she thought it was inappropriate and warranted sanctions. This guy is a creep, and to see the coaches of both the men&#39;s and women&#39;s national teams clapping as he throws this tantrum, yikes. It becomes increasingly clear why so many players quit the team and that major changes are needed at RFEF",92,0
0,"It was the grabbing his crotch, parading  the grounds with a woman over his shoulder and forcing a kiss on a female player that will bring him down. He demonstrates repeatedly his abuse of power.",0,0
1,"He got a bit carried away in the heat of the moment, he is Spanish after all, but the whole thing has turned into a witch hunt.",0,0
2,"FIFA saw zero problems with hosting the World Cup in Qatar, but now everyone is applauding FIFA because they take action one ONE person. One event that ended up costing workers their rights and lives, while this current event... over ONE kiss???!?",0,0
3,It was a kiss. Thats all .,0,0
4,"Why should Rubiales resign? Why should any employee accept to be pressurised into resigning? If an employer no longer wants a certain employee in his workforce, he should fire the employee. If the Spanish Football Federation wants Rubiales to go, they should terminate his contract. And face the risk of being attacked by his lawyers for wrongful termination and having to pay damages.",0,0
5,"Spanish Government should launch full public enquiry into sexism and misogyny at the Spanish FA !<br>Sounds like the complete Spanish FA delegates need to be replaced, not just Vilda &amp; Rubiales !",0,0
6,This video shows Jenni Hermoso did not at all lift up Rubiales. So who doctored the photos showing she lifted him up ?  Was it Rubiales ?,1,0
7,"Spanish culture is different, not English harassment culture",0,0
8,The mum locking herself in the church is no longer the weirdest thing - his uncle has now been on TV accusing him of much more.,0,0
9,This is a typical example of abuse of power.<br>We can all be sure that he has forced himself on lots of women outside of public when he was willing to do it in public and then double down on it.<br>He could have done it so much better and easier for him if he had excused it all and said it all happened in the heat of the moment and that he got carried away by the win.<br>But instead he has been desperate to not admit doing anything wrong and that she was very willing to kiss him the moment he grabbed her head and kissed her on the lips.<br>He has reacted like a typical sexist predator that thinks he can do whatever he wants to women because of his position of power.,0,0
10,"Если бы на месте этой женщины был бы мужчина, в Европе никто бы слова плохого на этот счёт не сказал)",0,0
11,It boils down to this: Does an employer have the right to force a kiss on an employee? How sad are workers rights that this is even a question?,0,0
12,He&#39;s holding on to his position like a mad Chihuahua on a slice of bacon 😂😂😂,1,0
13,Wish the media gave mire attentions on the 6000 people that died building the infamous world cup in quatar...,0,0
14,Well that’s his mom problem if she doesn’t want to eat I mean die. Who cares if she does while defending him.,0,0
15,This could have been no big deal but he doubled down and proved all the doubts true.,2,0
16,Why don’t they fire him? 🙃,1,0
17,Dude&#39;s a CREEP.,0,0
18,Poor guy. Got caught up in the moment. Winning the world cup is forgotten,0,0
19,Talk about kissing your future away.,0,0
20,THE TRUTH AT LAST...!!! <br>Jenny Hermoso is making history...,1,0
21,Good!,0,0
22,"LOLz at his momma drama of locking herself in a church 😂<br>So silly. He needs to resign and be held accountable for his assault, end of story.",0,0
23,"I have seen this type of kiss (quick peck while the head is grabbed from both sides) a couple of times in my life between (heterosexual ) men. Mostly in sports. It always happend when the one who got kissed just did something amazing. More common is the same type of kiss on the forehead, but sometimes it&#39;s full on the mouth when something especially great happened and emotions are on overdrive.<br>But when a man kisses a woman this way the considerations are different. The important thing is how the woman feels about it.",2,0
24,"Her son is a decent person, hold your ground!!!",0,0
25,They are hunting him indeed,0,0
26,"Well these lesbian football ⚽ players, probably don&#39;t enjoy so much a kiss from such a good looking sexy guy as much as other girls or gay guys like me. So I don&#39;t understand why people are complaining so much about the generosity of the stud...<br>It&#39;s also written in the bible, how we should appreciate god&#39;s first creation on earth, THE MALE. <br>It has probably to do with the secular education transmitted at Spanish schools nowadays... No biblical principles at all....",2,0
27,This is commonly cultural in the western countries.but that player is a captain and she is taking revenge on the team manager.,1,0
28,"Typical momma&#39;s boy. A mother who thinks it is her duty to defend her son even when he has clearly fouled, who thinks not of other mothers and feels the insatiate need to feed her ego through her child will raise a guy like this who thinks he is entitled to other people&#39;s bodies.",2,0
29,Good grief. Another reason to steer clear of XX&#39;s. My god. It won&#39;t be long until you get fired from your job if you make a pass at a random woman in a bar.,0,0
30,They are all fu*king feminists that are organizing all of that.,1,0
31,They all need to get sacked for first defending him. The entire federation has to go. Replace them all. The house obviously needs to be cleaned. 🧼 🧹,0,0
32,End &#39;woman&#39;s&#39; football now! They&#39;re obviously still to hysterical for adulting!!,1,0
33,What would have happened if she had kissed him?,0,0
34,"In the footage she lifted him &amp; he then lifts his legs, what&#39;s more interesting is her lifting one leg like when a girl is smitten by a kiss in the old days would lift their one leg as being kissed exactly what she did I&#39;m not saying he is right but why aren&#39;t they looking at that part of the body language.............................",0,0
35,"His mother also has somewhat to be commented on. Did she not encourage the gender respect, instead raising him by the traditional Machoism in Spain? She must be indoctrinated well by the unreasonable tradition. Out of time.",0,0
36,Poor mother! Stay there and have fun. You raised your son poorly.,0,0
37,he dude grabbed her head and forced a kiss on her lips. If  your boss or superior at work did this would it not be close to a sexual assault? Total creep. Next time I am celebrating i will have to drop my pants in front of a female colleagues face. Hey its ok I was caught up in the emotion!,0,0
38,"The entire femenine team has stated that they won&#39;t play any events anymore untill the moment Rubiales leaves. <br>That says something about his behaviour and the sentiments between them, does it?",2,0
39,This is how they celebrate😅,0,0
40,"Stop the hysteria. He apologized, end of story!",0,0
41,"He blamed Feminism for what is happening lol <br><br>the guy does this in public, imagine what he did in private...",1,0
42,A lot of potential sexual predators here testing out their own future line of defence.,0,0
43,"This is getting way too political. It makes me think that in some places women don&#39;t even have abortion right, whereas other places, a mistake like a non-consensual kiss (although not sexual at all) could cause international ruckus.<br><br>For some reason, public attention can be easily manipulated when a common enemy is established, sounds familiar?",0,0
44,this man is not going to win this battle. just give up,0,0
45,Stop worrying about this bulls ...,0,0
46,What would have happened if a woman in power had kissed a male athlete.,0,0
47,"No comment, he&#39;s gone mad , what a looser",0,0
48,I would not doubt that her son told her to do something in his honor. There are probably people inside the church feeding her now,0,0
49,It&#39;s probably all about his inflated salary.,0,0
50,How is Luis Rubiales? Trapped with no way out for not following the rules of decorum. 😉 All our actions have consequences and Rubiales&#39; actions have a complicated destiny. 😁,1,0
51,His whole body language was one of passion and emotion  for the team winning yes it was wrong to kiss her in today&#39;s culture but it was a innocent mistake  obviously he can&#39;t win but it&#39;s the media that&#39;s truly wrong here,2,0
52,"This world has gone bonkers!<br>The man kissed a woman during an instance of elation, there is no assault, no crime.",0,0
53,Nice thumbnail,0,0
54,Good!,1,0
55,"This nonsense is a great disrespect towards all the casualties in the Ukrainian war. They see us make drama about this &quot;NOTHING THING&quot; instead of helping them win the war. I can imagine they will blame the emptyheaded Western European women for it!!!! Also, a kiss is an act off love. The guy should get the Nobel Price for peace by showing the world that we need to kiss instead of killing each other.",1,0
56,They are just protecting themselves…a few days ago those same people were clapping for rubiales.  These men are cowards…,2,0
57,Don’t kiss your employees - it’s not very complicated,1,0
58,It is obvious that insanity runs in the family 🤣😊😃😉🤣😃,2,0
59,"The punishment asked for the wrong is way out of proportion. All this should not be just for a kiss, and I am curious what the real motive is?",1,0
60,a hunger strike? audacity most be on sale,1,0
61,"I wonder what went wrong days later,during the kiss the lady was holding this guy so tight and after the kiss the lady was still smiling as she walked away?There is more to this story the world doesn&#39;t know 👀",0,0
62,Didn’t you guys say men and women are equal?,0,0
63,Shes a lesbian with a rather big chip on her shoulder.......once you know this you completely understand ......,1,0
64,Crazy they <b>just</b> won the world cup for their country and one guy couldn’t be bothered to be accountable for sexually assaulting that team.,0,0
65,"I don&#39;t know why women are sexualizing a simple kiss, didn&#39;t everybody gotten kiss by their parents or love ones. And don&#39;t other male soccer players kiss each other? I think the women soccer player did not have a close relationship with the man.",2,0
66,That woman journalist is seriously hot. She looks like a burlesque performer...,1,0
67,"Again, look at his speech and look at the audience.  Watch the breakdown of who is clapping and who isn&#39;t.  I saw one woman half-heartedly clapping and most of the men.  Most of the woman don&#39;t look happy.<br><br>If he&#39;d apologized sincerely when it started... but he&#39;s doubled down and really made it clear he&#39;s a tool.",2,0
68,The split-second discomfort of a female footballer has garnered more news coverage in the UK than the recent conviction of a British female nurse who ended the lives of 7 babies in her &quot;care&quot;...Disgraceful.,1,0
69,How dare you identify his/her gender? If he identify as a woman this wont be an issue. Gender Discrimination 😂 joking joking.,0,0
70,Judas kisses Jesus and the same occurred ..take it as a sign of big things to come ...in public office the will of the people ..he should have stood back and the people may have reinstated him...but he didn&#39;t  and now he has ruined his life unnecessarily  with this stubbornness ...I sympathize of course... however for the sake of comliness and the woman involved they feel belittled and their victory sullied  and they have my support.,0,0
71,"What a joke, the world is crazy",1,0
72,Is all about the euro’s 😮,0,0
73,Don&#39;t we have any real problems?,0,0
74,"Rubiales’ mother, an retired hairdresser, on hunger strike in a church sounds straight out of an Almodovar’s film 😂😂",9,0
75,He is such a misogynistic! He grabbed her face with both hands and kissed her and then patted her behind! With a mother like that! Imagine!!!! Clueless…,1,0
76,Screw non sense feminism!,0,0
77,The Catholic Church called and said to tell you thank you for the diversion from the priests molesting kids scandals😮,0,0
78,Just for all intents and purposes when kissing or attempting to kiss a woman you NEVER grab a woman&#39;s head and plant a kiss on her lips. What you do do is you gently move your head into the direction of her head. Now if she moves her head towards your head you proceed to move your lips gently towards her lips and if she moves more forward then a subtle kiss would be appropriate preferably the first time around on her cheek. As the relationship progresses in a consensual manner more intimate kisses might be contemplated. I would have sworn that Spanish Female football would have given Rubiales at least the basics of female sensitivity training before they sent him off to the World Championship in Australia thank you very much and enjoy your afternoon 🇪🇸🇺🇲,3,0
79,"I think this is a good thing... The Latin community has been putting women in a subservient position for far too long. In the USA if you even talk about touching someone or threaten it, that is sexual assault.... that kiss was completely inappropriate. I do not even like when my family kisses me on the lips!!!",3,0
80,Kiss-gate,1,0
81,Look I&#39;m not an apologist but that girl lifted her leg up whiñw hugging and then the kiss. She didn&#39;t protest or look annoyed. Plus we don&#39;t have the background of their relations outside this small clip. I have a gut feeling she was coerced into saying she was forcefully kissed. How exactly do you consent to a kiss?,1,0
82,Good GTFout,0,0
83,El aprete le salio caro a ese mae😮,1,0
84,He look like JOHNNY SIN,0,0
85,Es increíble e irracional el trato que le han dado a Rubiales .como acusar  un hombre que en un momento de euforia de Alegría por ver cumplido su más alto sueño.es catalogado como un vulgar acosador .debería  darle vergüenza a esa jugadora que de hermoso no tiene nada..mi apoyo a Rubiales y mis felicitaciones..,3,0
86,Yeah the fact this is his mom&#39;s reaction tells you why he thinks he gets to kiss someone without her consent,21,0
87,"I don&#39;t know, after watching the clip this doesn&#39;t look to me like sexual assault at all. Yes he was obviously excided and happy, and possibly has some feelings for the player, but to call this an &quot;assault&quot; of any kind is preposterous. Sometimes things happen to us that we didn&#39;t intend or want, she was not harmed in any way. Calling this &quot;sexual assault&quot; should anger anyone who has actually been sexually assaulted, it diminishes the severity of those experiences.",2,0
88,"Woman from liberated countries kissing soldiers in WW2 without consent, look at the double standard.",1,0
89,"Well, it wasn’t sexual assault, maybe an awkward moment between two adults, but that’s not a crime, unless you’re living in a time of hyper-sensitive woke-ism",3,0
90,his real self showed in front of everyone to see,21,0
91,"This is ridiculous, but this is how it could be solved: Cut off the guy&#39;s head and have the Spanish women&#39;s team use it for a soccer ball in a match in a crowded stadium. After the match is over, the girls can then kiss &quot;each other&quot; and have a lesbian orgy that the fans in the stands can celebrate too. This sounds absurd but this is where this sick, whining, depraved world is headed anyway!!!!!",0,0
92,"Hunger strike? If you raised him properly, we won&#39;t have been talking...",3,0
93,"Allowing your mother to go on a hunger strike so that you win your case is the ultimate proof of what an incredible lack of character you have.<br>Someone who not only lets a weak person solve his problems, but also someone who doesn&#39;t understand it all.<br><br>Just because he allows his mother to go on a hunger strike, this man should be removed from all possible positions and sent on social behavior training.",12,0
94,Behind every man who throws a tantrum there is a mollycoddling mother!!!!!,3,0
95,Keeo an eye out for your girls. These rapist are a dime a dozen.,0,0
96,What if it was opposite? Would be called romantic,0,0
97,it starts with a kiss ..and then ends into resignation,0,0
98,Кажется левые олигофрены будут до второго пришествия обсасывать это происшествие),2,0
99,Old man can&#39;t control himself from kissing infront of camera. Reality just reveal unknowingly,3,0
100,"The translation of this report has some que issues that change all the perspective, relly sad DW",2,0
101,You don&#39;t kiss a person who hasn&#39;t consented to be kissed.  It&#39;s not too hard to understand....made worse by his arrogance.<br><br>The federation members who called for her arrest should leave as well.,59,0
102,"This world gone crazy. In his joy he gave some love to a women by kissing her.<br>So what? I guess it was abuse, right? <br>She was hugging the coach as well....",2,0
103,Just swap the gender men&#39;s team female president...ull see equality 🙌🌚,0,0
104,For me Rubiales became history in the moment as he grabbed his croach publicly on the stage. This  embarrassing gesture speaks for itself and should be taken into account.,15,0
105,"Where did love, kindness and gentleness go?",0,0
106,it&#39;s the way he holds her head that really does it. doesn&#39;t give her option of moving to the side of his kiss.,52,0
107,guy looks like the emobidment of a phallus and you leakers have the slit to complain?,0,0
108,With her hunger strike his mom admits to having failed in raising her son to not treat women like things you can do with whatever you want.,16,0
109,ARE YOU KIDDING ME!!!!! We are in trouble if they are going to prosecute a Spaniard for kissing someone on the lips for being excited at a win for his football team!!! GOOD LORD! What is this world coming to! If the prosecutor doesn&#39;t like it he should quit being a Spaniard and leave Espana!,2,0
110,Rubiales Presidente😅! Now he is the most famous guy in Spain,0,0
111,Why can’t he be fired anyone?Know?,0,0
112,You can&#39;t imagine what can people do for one million salary!,3,0
113,"Guys please just be careful with women who are not related to you, don&#39;t kiss or touch.... Don&#39;t even look....",3,0
114,"⁠So much over reacting, it was a small kiss the the heat of a very happy and exciting moment in sport, his mouth was closed, it was unwise to kiss on the mouth, here in Spain it’s on the cheek normally, how is it sexual assault, it was on a stage in front of millions lol",1,0
115,Mommy goes on hunger strike?! 🤣🤣🤣🤣,2,0
116,The morale of the story: Keep your paws and your lips to yourself.,9,0
117,What 🤯 the world has gone crazy,0,0
118,That&#39;s a mold unveiled in the public eye. There&#39;s nothing he can do but to comply and resign.,0,0
119,"I was a peck for millisecond done out of joy, mutual joy. The reaction to this is insane.",6,0
120,But its ok when JILL BIDEN does it.<br>Double standards! 💯,0,0
121,Spanish government won&#39;t care if the mom dies from a self-imposed hunger strike 😂,4,0
122,"As I stated before, the higher the fly, harder the fall. Keep flying high, Rubi.",35,0
123,"Rubiales is clearly a man and Hermoso is clearly a woman. As strong as Hermoso may be physically as a football player, it is a different thing a man grabbing a woman&#39;s head with his two hands and pulling his face onto hers, unexpectedly for the latter, and a woman doing such an act to a woman or a woman doing such an act to a man. Rubiales, as a man, has superiority of physical strength over Hermoso in this case, and he has superiority over her as of his role as the president of the federation. His act is clearly an abuse of power pursued with lack of discretion. Clearly, such lack of discretion makes a person not apt for any kind of presidency.",7,0
124,"His ego is above everyone, he couldn&#39;t even apologizes from his heart and blamed the girl and called the kiss consensual. I was watching him hugging and lifting up and kissing every girl of the Spanish team one by one, i was wondering when he is going to stop then he started kissing on the lips. What is going on behind the scene over there ?",38,0
125,Everyone should have a mom like that... Til death if must... ❤,6,0
126,Chumma chumma chumma 💋😘😘😘💋,1,0
127,"This guy is just playing games and thinks he&#39;s going to survive this.  The processes are already working, he needs to pack his bags and send his CV to Saudi Arabia, maybe they need a water boy.",2,0
128,She had her arms around him near his buttocks... I hope he calls for her to be removed from the national team for sexual assault as well.,1,0
129,"Give it a rest ffs, its not important",1,0
130,Maldad pura!!! La gente no ve las fotos???,0,0
131,The feminist media demonized&quot; this guy. It&#39;s unfair. Leave the poor guy alone.,1,0
132,"Typical narcissistic injury response by Rubiales. He sends in his flying monkeys to defend his ego and malignant actions and takes no responsibility. Sorry Rubiales, but your mask has fallen off and we can see what you truly are.",15,0
133,Ridiculous.,0,0
134,This guy has to go!,37,0
135,"Yes, all Latin Culture is meaningless; our Germanic opinions are the ones that actually matter, let&#39;s get them all! 🤬<br><br>I mean, this is where you&#39;re leading us now, right? <br><br>War with the French is inevitable, I&#39;ll prepare....",0,0
136,It&#39;s funni to you that the mother at 70 years old is on a hunger strike🤬,3,0
137,All that really matters is what the woman that was kissed truly thinks…,47,0
138,"I invite you, my friends, to see the videos where the whole female squad (including Jenni) is singing, laughing and joking about the kiss. Or Jenni smiling while hugging Rubiales after the event. Or her statements in the radio that same night. But truth no longer matters <br>...",3,0
139,"How horrible that a man exist in sports. Truly a villain and all that, everyone must be sterile and lifeless.",0,0
140,This is truly unfair to this man. People are just overly sensitive these days,10,0
141,"A crime is determined by law.   Different countries have different laws on this type of thing. I suggest defer to them.  Regarding the crime of sexual assult, in NSW Australia, being the state of the women&#39;s 2023 world cup final, the police information suggests that sexual touching which describes unwanted touching of a person&#39;s body by another person. This can include kissing or inappropriate touching of a person&#39;s breasts, bottom or genitals.  A person cannot consent to a sexual act if they:  Only agree to the sexual act because the person is in a position of authority.",24,0
142,"This is all so ridiculous!........What happens when a woman kiss a man all of a sudden, for instance, when women kiss the soldiers that just liberated their village under a war zone?? Did they ask for their consent first ?? What happens with all the innocent and rare human happiness and spontaneous joy of the moment??.....Is our rotten and sick contemporaneous society aiming to kill this beautiful sentiment too??....What´s gonna be for us poor humans in a couple of years??...Are we all gonna keep canceling and killing each other on social media just for sick fun???...Is this all what´s become of us???..Is the Western civilization gonna let wokeism kill its own existence???......In this particular case, I saw the footage over and over again and saw no violence or crime..Wouldn´t a simple apology be enough in order to make it easy for everyone  involved and for our poor intelligences????..........NO, ´cause of course some ideologes are behind of all this..........That´s what they want: divide and conquer, and if they can´t do it, just destroy it!................Poor Western civilization...........Poor us!!!!",3,0
143,Great reporting,0,0
144,This is equivalent to mob justice.<br>What happened to the Courts and legal processes.,0,0
145,"Its a wrap.  Zip him up.  The mere appearance, even in celebration, guilts any chance of him beong vindicated.  Its a matter of days at this point.  Theres too much politically on the line at this point.",1,0
146,He will resign as soon as his agent has negotiated a sweet deal,1,0
147,"&#39;this is a litte kiss&#39;... No that is not a litte kiss. This kiss and his subsequent behavior show how arrogant and hypocritical this man is. He should have immediately appologized to the victim sincerely, but instead, he accused the victim of lying.. This is insane, he is just the person that was continuously lying. In the end, he is a male kissing a female on lips without consent and lying it is consentual. This is just illegal no matter who and where he is.",5,0
148,Who cares about his mother 😅😂 got like 4 years tops,2,0
149,WOKE,0,0
150,"Bald guy just needed to humble himself and go in an apology tour, but no he was defiant and even accused the victim of been a liar. Men in power seem to be dumb",15,0
151,"Are u kidding me all this for a simple kiss, metoo is dumb..",0,0
152,"The world is changing and men do refuse to change with it, suddenly they feel threatened so as you can see under the comment section, they start name calling woman &quot;lesbian&quot; like it is a curse word. It shows the disconnect and misogyny.<br>The excuse I see about Spanish people kissing on each others cheek is another one, he held her face with 2 hand and forced himself on to her That isn&#39;t a cultural thing. Grow up or get ready to be sued.",13,0
153,"Why do these people get to resign, while the rest of the world would have arrested for the sexual assault and fired.  Shocking amount of men defending this man&#39;s actions. You just know that you have to keep an eye on them..",13,0
154,"No Mdm, your son makes decent amount money. That&#39;s all. And with money he can try to wiggle away from anything.",1,0
155,"To the people commenting about her participating in this kiss: Clearly you have never been forced, or been in a position of sexual harassment. This man has been under other scandal investigations due to using money for Orgies as well as neglecting 15 female players when they requested last year for the organization to change their coach : Jorge Vidal as he was having a negative impact on their mental health. It&#39;s really sad to see people commenting about how she consented etc. when the only and ONLY person who should be asked about this is the victim herself - end of. This isn&#39;t a reality show where we can have an opinion on a matter that affects someones life. Its sexual assault,  there is no other way to see it - its clear. Also, a man in this position should NEVER ever exert his dominance in such a way. For those who are commenting here defending this type of behavior as &quot;they are overreacting, it was a celebration&quot; shame on you. People should be held accountable for their actions regardless of the situation. Hopefully this ends with him being fired from the federation. Deplorable.",42,0
156,Russian soldiers raping Ukrainian women. Iran making women wear burkas. The Taliban denying all rights to women in Afghanistan. And people are getting worked up over a bloody kiss that was given in affection? This world is deteriorating by the day.,3,0
157,"So ridiculous! She hugged him and whisked him off his feet and he responded with a celebratory kiss in appreciation of the team&#39;s victory, in response to which she tapped him on the back, so her reaction is OTT feminism!",13,0
158,He clearly assaulted the female player and no consent was involved for him to act the way he did. This can take a different turn if the female player presses sexual assault case against him. Better for him to resign and hope for the best.,14,0
159,"Rubiales is the victim. It is not as if he his had tongue down her throat, just a peck on the lips.",8,0
160,Descendant of a true Karen😂,13,0
161,"He could have salvage his career had he resigned, but his ego won&#39;t let him.  At this point, his career is probably over. All he is doing now is trying to save face and waiting for the inevitable. As for the Spanish federation, they are trying to save themselves bc they think this will appease everyone. I hope the Spanish football federation gets a complete overhaul. Clean house and start over.",67,0
162,Maybe the player is a lesbian,3,0
163,"There was nothing wrong with his actions, you can see he was super excited about the win",19,0
164,Nobody expected the german inquisition to make just a kiss that happened in a celebration look like something terrible. Those who complain should watch the video. Nothing bad happened. This is cancel culture at work.,5,0
165,Good I cant believe people are defending him,13,0
166,Guys you don&#39;t get it in spain everyone kiss even between men&#39;s.<br>Is not a sexual context.. is just the moment and be happy for won it..,5,0
167,"The mob wants blood, we cant stop this, give them Rubiales Head and be done with it.",0,0
168,What an example the mother is setting? She condones her son violating the modesty of girl. I am flabbergasted! What does her catholic faith teach her?,14,0
169,"The coach of the Women&#39;s National Team, Jorge Vilda, should resign because he applauded Luis Rubiales along with other attendees. Jorge Vilda should resign as coach because the World Champions have lost confidence in a person who applauds the acts committed by Luis Rubiales. Jorge Vilda wrote and published a statement in which he rejected and condemned the acts committed by Luis Rubiales, but in reality that statement is cynical since Jorge Vilda does not feel in his heart what he has published. Jorge Vilda is interested in the position and his position as coach of the Women&#39;s Soccer Team because he earns a lot of money. The World Champions are psychologically affected and should not be under the orders of that cynical person Jorge Vilda.",21,0
170,The mother is another manipulator. She&#39;s  another enabler,10,0
171,FIRE THIS PIG,0,0
172,"I seen the Kiss. The woman clearly participated with the kiss. You can clearly see that she did not hesitate or try to push him away, however when you are a man who is coaching women some behaviors should be kept in check. A male coach should not be smacking female players asses, and he should not be kissing them on the mouth to celebrate a win.<br> Coaches should just keep their hands and lips to themselves no matter what sex they are coaching. It seems a bit too far to charge the guy with sexual assault in my opinion. I think it would be more appropriate for the guy to have some kind of therapy for his behavior along with a suspension that will end when he has completed the therapy and left to the players to decide if they want him back after. He probably should resign as the team obviously doesn&#39;t want him back as their coach. At least if he does the therapy and resigns, he might be able to take a job coaching another team.",9,0
173,Just like the male coaches hit their players on the butts. Soon a male coaching women will be fired for slapping their butts. This is ridiculous,2,0
174,Rubiales go get them.,3,0
175,Leave the poor guy alone.,9,0
176,As a male..Shud I prosecute the women who pinched my butt in college?,2,0
177,His current job is finally SEALED WITH A KISS!,7,0
178,damn! a slap on her buttocks could have been the cherry on the cake!,0,0
179,It&#39;s a disgrace the way this man is being treated. He was NOT behaving in a sexual way AT ALL. Who convinced the &#39;victim&#39; to turn on him? There is a lot going on behind this whole saga. My sympathy lies with Mr. Rubiales.,20,0
180,"He did this when he had the whole world’s eyes on him, imagine when he is in a more private setting, acklowleding  the mistake and appologying would have given him some sympathy, the speech loudly refusing to resign certainly buried him, how difficult can be, one doesn’t kiss other woman without a form of consent, in the lips no less! With the eyes of the whole world on him!  Simply an idiot. Deserves not only to be fired, but legally prosecuted… on what world he thinks kissing a woman on the lips is ok, in front of millions of people!",9,0
181,Remembering Brezhnev kissis😂,2,0
182,Feels like I&#39;m watching the wrong hand,0,0
183,BOYCOTT ALL MAN HATING LESBIANS WHO PLAY MENS SOCCER NOW!,7,0
184,Men need to keep their hands to themselves!!,16,0
185,the female player agreed to kiss him. the lips readers said he asked her and she agreed,3,0
0,that trophy looks weakly constructed,0,0
1,same passion to help those citizens in need of jobs,0,0
2,"let&#39;s report everything: she first said it was consensual, then when pressured by press and the ultrafeminists in her country then she changed her mind....<br><br>fortunately there is due process and with enough evidence the truth should emerge.",0,0
3,"Do you see how the man is kissing the women in this video? This looks cultural and respectful <a href=""https://www.youtube.com/watch?v=PdPGaZnHRT8&amp;t=1m19s"">1:19</a> .",0,0
4,"Hermoso and the woke squad made a meal out of this.<br><br>I have seen the video and agree that it is a tad more aggressive (passionate) than what I was used to seeing. However,  I DO NOT believe that this is outside the boundary of a Latino culture. What this idiot has done is drive 30 MPH in a 20 MPH school zone. Hence to call for his resignation or lifetime ban is just ridiculous. <br><br>As a young Asian student in the 90&#39;s, I vividly recall seeing my Honduran and Costa Rican roommates giving their close lady friends (sometimes) a peck on their lips, right in front of their husband\boyfriend after dance parties at our house. It is mostly on the cheeks but a quick peck on the lips is NOT irregular and I still recall that emotion to this day as - extremely uncomfortable. The Spaniards being Europeans are perhaps slightly different from their Central American counterparts? I don&#39;t want to assume that all Latinos are alike.<br><br>In any case, I STILL think Hermoso and the team should have confronted him privately so that we can talk about Spain&#39;s marvellous win rather than this nonsense.  Rubiales could also have done better to apologize for causing the attention to be taken away from the real celebration of winning the women&#39;s World Cup and promise to be more careful next time. Alas, he picks the macho road. Which I also think is a very Latino culture.",0,0
5,Womans Football is TOXIC,1,0
6,The player could have stated that it was all spur of the moment fun.  She must be quite a vindictive person to let it get to this point.,4,0
7,"This has been blown out of all proportion. Rather than celebrating Spain&#39;s victory, a moral panic was manufactured over what should have been a minor issue. I won&#39;t be watching women&#39;s football again anytime soon, as it&#39;s clearly got little to do with the sport, and much more to do with political agendas.",1,0
8,"If the genders of the two people involved in this &#39;incident&#39; had been reversed, no-one would have even so much as raised an eyebrow.",3,0
9,And now the dismemberment of Rubiales will begin. Once the metoo fanatics smell blood they won&#39;t stop. He&#39;ll have hundreds of  historical accusations made up against him from amnesic women who suddenly remember stuff that never happened.,1,0
10,The thing I don&#39;t understand is how any man would want to kiss that on the lips?,0,0
11,If this had been a same-sex kiss it would be celebrated on all the front pages. And nobody would ask if it was consensual or not.,1,0
12,Andrew Tate<br><br><br>🤣,0,0
13,Nothing wrong here. Don’t let this melt you snow flakes.,0,0
14,This is ridiculous stop hugging the dyyyyyyy......kkkkeeessss....<br><br>Just shake their little hands.<br>They are tripping as usual.<br><br>Leave these lil crazies alone.,0,0
15,Meanwhile Japan just released radioactive waste into the pacific ocean and people can&#39;t afford to eat.  No to medical tyranny.  The year is 2023,0,0
16,"Renegade Spanish players they Want to Remove first the Coach, Now the President, maybe one day Infantino! If they don&#39;t like the Next President ,  they Will threaten again Not to PLAY!!!",0,0
17,"..this is like &quot;al capone&quot;, I couldn&#39;t fire him for more serious things, and they fire him for a minor thing.",1,0
18,Why should males celebrate woman football when they are half way in jail,0,0
19,Whoever protects a pervert is also a pervert. INVESTIGATE SPANISH FA !!!,0,0
20,"He&#39;s her &#39;employer&#39;, for gods sake! He gripped her head &amp; pulled it towards him. SHOCK! is hardly concent,is it?",1,0
